N,P,K,ph,Soiltype,temperature,humidity,rainfall,QV2M-W,QV2M-Sp,QV2M-Su,QV2M-Au,T2M_MAX-W,T2M_MAX-Sp,T2M_MAX-Su,T2M_MAX-Au,T2M_MIN-W,T2M_MIN-Sp,T2M_MIN-Su,T2M_MIN-Au,PRECTOTCORR-W,PRECTOTCORR-Sp,PRECTOTCORR-Su,PRECTOTCORR-Au,elevation,slope,aspect,latitude,longitude,label
102,53,21,6.913678684,Alluvial,23.03814028,76.11021529,91.49697481,0.587,0.6917,0.9242,0.8283,18.3103,24.3457,30.5829,24.1854,14.8546,19.738,24.8233,19.5777,13.0378,15.9683,46.2556,17.867,833.0,1.163573,122.556194,21.415867,77.227132,cotton
110,39,18,7.766259768999999,Black,24.54795322,75.39752705,63.88079866,0.6089,0.6702,0.8977,0.8267,19.0755,26.0577,32.5272,26.0518,15.3933,21.1481,26.3902,21.1423,4.6883,12.2515,33.2415,15.0997,268.0,0.55203,59.384111,24.159044,72.587233,cotton
107,58,15,7.55606399,Alluvial,23.73868041,75.77503808,76.63669195,0.6172,0.6884,0.9073,0.8394,18.7331,24.805,30.6406,24.4568,15.1723,20.0572,24.7059,19.7091,11.2506,14.0522,35.5931,14.3,0.0,0.0,288.646144,19.295728,70.591976,cotton
120,60,15,7.288377241,Sandy loam,22.31871914,83.86129998,65.35747011,0.6739,0.7659,1.018,0.9245,17.9312,23.6968,29.449,23.5397,14.5834,19.2331,23.8693,19.0759,10.2381,13.8753,34.0163,14.148,298.0,0.188999,272.162988,24.216848,73.062392,cotton
89,47,38,6.002524871,Alluvial,25.52468965,72.24850829,151.8869972,0.5709,0.6409,0.8723,0.7923,19.765,27.7331,34.0724,27.2492,15.9363,22.6282,27.6912,22.1443,18.0395,29.0394,77.2964,31.0373,270.0,0.195702,102.864116,23.995928,86.360352,jute
60,37,39,6.033485257000001,Alluvial,26.59104992,82.94164078,161.2469997,0.6549,0.7431,0.9925,0.9257,21.0665,28.5395,35.0041,27.5806,17.0779,23.2212,28.3563,22.2624,16.7549,32.5545,81.9773,33.5018,4953.0,2.699241,248.771892,27.733634,87.587989,jute
63,41,45,7.121933578999999,Alluvial,25.29781791,86.88705350000002,196.6249511,0.7121,0.793,1.0374,0.9566,19.4536,26.2012,32.3174,25.4829,15.659,21.1417,25.993,20.4234,19.9987,40.3143,98.8707,39.6409,14.0,0.010861,314.825931,24.643449,88.950331,jute
86,40,39,6.207459637,Clay,25.72100868,88.16513579,175.60866969999995,0.708,0.8027,1.056,0.9505,19.6635,26.4114,33.614,26.9067,15.8054,21.2672,27.1837,21.7625,17.5758,36.7974,89.2569,36.0956,3114.0,4.491825,34.549584,27.571518,89.661811,jute
96,41,40,6.090060478,Clay,23.58419277,72.00460848,190.4242157,0.5721,0.6481,0.8549,0.7948,18.1659,24.6964,31.2069,24.7815,14.6283,19.9796,25.3109,20.0646,21.9582,39.1042,95.0915,38.6633,13.0,0.069911,77.78464,23.070653,88.952344,jute
100,35,36,6.346715209,Alluvial,25.31042337,72.01364411,190.5577618,0.5644,0.6531,0.8422,0.7884,21.2257,27.1676,34.0523,27.1618,17.4291,22.1055,27.7247,22.0997,21.016,36.8109,93.9123,41.3045,7.0,0.001532,27.228507,22.863236,90.612244,jute
63,37,43,6.661957897000001,Clay,23.41798979,85.08640476,185.7446728,0.6696,0.7636,1.0362,0.9144,17.6858,24.7976,31.4463,23.734,14.1731,20.114,25.5918,19.0504,17.5112,36.1681,92.0436,37.6275,13.0,0.008639,182.278311,23.310319,89.860029,jute
70,43,40,6.176860192,Loamy,24.35564134,88.80391021,169.11680280000004,0.7111,0.8058,1.0649,0.9655,19.508,25.1712,30.8583,24.8282,15.8547,20.3,24.7694,19.9571,16.7699,37.1797,82.6177,34.5827,3121.0,0.034771,294.315441,27.475655,90.292402,jute
67,55,44,7.251847296,Alluvial,26.284017,75.14640198,182.2685447,0.6158,0.6739,0.9076,0.823,20.9011,26.7191,33.8944,27.892,16.9585,21.4623,27.3234,22.6352,18.2444,33.681,91.5226,38.0348,103.0,0.162253,191.492112,22.619723,86.437517,jute
74,40,40,6.386259977999999,Loamy,25.13842773,83.12053888,169.33884650000005,0.6761,0.7502,0.9999,0.9228,19.5898,26.2919,33.7922,26.2761,15.819,21.2642,27.5076,21.2484,17.6232,33.832,84.6662,35.2836,30.0,0.004312,74.053244,25.428067,87.503578,jute
89,53,44,7.319735475,Loamy,24.88692811,71.91711523,150.2498675,0.5638,0.6607,0.8454,0.799,19.4615,26.0392,32.367,26.4158,15.7285,21.0618,26.1453,21.4384,13.2211,29.5496,78.152,31.9733,9.0,0.008461,131.784466,24.675292,91.379074,jute
74,46,45,6.025028997000001,Clay,25.75734909,88.36668522,189.4263485,0.7078,0.8012,1.0591,0.9798,20.2015,27.135,34.128,27.434,16.3379,21.9835,27.6886,22.2826,21.9198,39.6264,94.6454,40.2217,6.0,0.0,169.981423,22.893126,89.842012,jute
89,41,38,6.344751947000001,Clay,23.12844351,74.68322732,199.83629130000003,0.6034,0.68,0.91,0.8186,18.4892,23.9943,30.3457,24.4358,15.0199,19.3686,24.5636,19.8101,19.0912,38.8189,102.3593,39.7205,3141.0,3.229058,297.758324,27.597362,89.987635,jute
60,55,40,7.02777956,Alluvial,24.9949957,88.95692783,151.4935635,0.7113,0.8024,1.0772,0.9761,20.1174,26.8526,33.0454,26.1445,16.3681,21.8536,26.7967,21.1455,14.0328,29.1442,73.7314,31.2033,4.0,0.010913,227.345655,23.598619,90.200331,jute
67,43,38,7.299304715,Loamy,25.21622704,70.88259632,195.8645552,0.5615,0.6267,0.8522,0.7634,20.1738,26.9929,33.0303,27.9962,16.3913,21.9497,26.7263,22.9529,16.601,39.7153,101.2347,41.1407,2946.0,0.363526,52.798189,27.427705,89.447842,jute
70,38,35,7.014063944,Clay,24.39736241,79.26861738,164.2697011,0.6446,0.7163,0.9524,0.882,19.1348,26.3221,32.4854,25.3791,15.4752,21.4426,26.386,20.4996,18.3415,31.0748,81.6672,36.0607,14.0,0.675997,44.642247,25.092298,91.639466,jute
74,49,38,7.4880144039999985,Loamy,23.31410442,71.4509053,164.49703730000004,0.5778,0.6445,0.8496,0.7727,17.7622,23.7462,29.8109,24.1565,14.2651,19.0834,23.9824,19.4936,15.7049,31.2331,80.193,32.1091,23.0,0.012313,2.148577,24.944077,88.616346,jute
90,40,39,6.626503893,Clay,25.72668885,81.86171563,191.9649389,0.6586,0.7344,0.9742,0.8997,19.9031,27.1431,33.3477,26.1332,16.0441,21.9978,26.9161,20.9878,20.3836,37.8681,97.3897,37.7459,2100.0,3.090841,191.527403,27.064295,90.685622,jute
82,35,44,6.239011,Loamy,26.96656378,78.21047693,169.8391177,0.6114,0.6848,0.9437,0.8495,21.5357,28.4864,35.3477,28.5951,17.4908,23.0931,28.6061,23.2018,17.0089,31.8192,85.2846,30.7903,101.0,0.120376,180.857438,26.71229,89.240772,jute
73,45,37,6.742688094,Alluvial,23.70467146,74.63745355,181.2783964,0.5848,0.6736,0.9019,0.8015,18.7097,25.356,30.7634,24.2826,15.154,20.6151,24.8372,19.5417,16.3972,35.1194,91.0631,40.0193,0.0,0.0,334.21542,22.019844,91.724932,jute
85,53,38,6.588017308,Clay,24.90075709,73.84186449,153.8990984,0.596,0.6586,0.8899,0.8067,18.9981,26.2196,31.9622,25.9481,15.263,21.2394,25.737,20.9679,18.4113,27.9277,79.8515,32.1748,191.0,0.234493,175.291875,26.90786,88.892398,jute
81,56,36,7.097586415,Alluvial,23.39605743,72.60512854,174.78764109999997,0.5836,0.6533,0.8822,0.805,18.0814,24.3611,31.0096,25.1138,14.572,19.6819,25.1606,20.4346,17.5624,38.4838,85.5564,31.9583,1566.0,0.817954,322.666364,25.403463,91.610253,jute
84,55,38,6.956682742999999,Loamy,26.8748389,79.78725152,173.1017097,0.6332,0.7235,0.9541,0.8864,21.4338,28.2835,35.2187,27.6273,17.4026,22.9085,28.4999,22.2523,14.2186,34.9236,91.484,34.6512,7.0,0.020816,13.169309,24.15351,90.091014,jute
80,45,42,7.380396262,Loamy,23.1426498,74.99739774,151.9035477,0.5995,0.6745,0.8903,0.8467,17.7976,24.002,30.6279,23.7596,14.3262,19.3735,24.8423,19.131,12.4045,27.2785,73.0483,26.4246,7.0,0.020015,75.91327,24.403689,89.793635,jute
76,54,45,6.176618831,Alluvial,24.29496635,77.62976013,184.9800516,0.6135,0.7042,0.9378,0.8583,19.3503,25.8117,31.2082,25.3672,15.7061,20.9527,25.1345,20.5082,17.7977,35.6346,93.5948,36.1044,5104.0,3.421934,233.238643,27.752943,86.544002,jute
76,56,39,6.551130445,Loamy,24.39459498,89.89106506,197.1220049,0.7192,0.8141,1.0753,0.9869,18.7972,25.7689,32.8088,24.955,15.138,20.89,26.7102,20.0761,20.7503,37.9032,98.3232,40.4889,227.0,0.675997,224.695833,25.207758,91.765553,jute
81,40,45,6.427726565,Clay,25.7629429,80.76238215,174.5071843,0.6617,0.7224,0.9787,0.8949,20.6696,27.1895,34.299,27.4126,16.8051,22.037,27.8583,22.26,18.4912,33.578,85.0996,32.6738,0.0,0.015892,53.194394,22.482741,88.757836,jute
76,44,45,6.740947635,Clay,25.4879684,84.48235878,168.7848886,0.6654,0.7629,1.0176,0.9249,20.342,26.6823,34.8865,26.9772,16.5188,21.5847,28.5145,21.8796,12.0199,33.5268,84.6867,35.6159,75.0,1.185501,23.221051,26.599049,89.886755,jute
69,47,40,6.130136384,Loamy,25.37122686,76.2403666,183.8270791,0.6131,0.6811,0.9178,0.8289,20.1603,25.8576,33.0774,26.8551,16.3547,20.7834,26.7346,21.7808,17.1345,37.3307,91.4488,37.1512,259.0,0.216492,114.063698,23.05971,86.235987,jute
82,40,45,6.667633355,Loamy,26.21312799,81.70476368,180.1237765,0.6383,0.7208,1.0035,0.8871,20.3224,28.2919,34.8035,27.2078,16.3904,23.0493,28.2502,21.9652,17.6821,36.2635,89.076,38.3058,177.0,0.058601,173.062166,24.304982,87.146019,jute
69,57,35,6.1868143920000005,Loamy,24.30748599,78.54340987,186.2337571,0.6246,0.7185,0.9486,0.866,18.7084,25.9648,31.1009,25.5519,15.0623,21.1033,25.024,20.6904,14.9255,38.9383,89.7715,37.8671,48.0,0.017018,99.237076,26.175294,91.378764,jute
81,36,38,6.334837865,Loamy,23.76554749,87.98329901,150.31661519999997,0.7038,0.7928,1.0712,0.9611,18.9827,25.2214,30.4076,25.3068,15.4179,20.4683,24.4662,20.5537,11.1068,28.2581,77.6209,25.0293,41.0,0.013912,209.736485,25.783702,88.155567,jute
67,60,38,7.16214284,Clay,24.79853023,78.53037059,162.2847429,0.6319,0.7153,0.9429,0.8681,19.9112,26.6009,32.5656,25.6097,16.1914,21.6412,26.366,20.65,15.4791,32.8091,82.5023,30.6158,4.0,0.009525,76.252874,22.509175,89.796748,jute
72,51,40,7.422318499,Clay,23.20683504,74.09956958,199.4766779,0.5981,0.6584,0.8962,0.8227,18.9437,24.4075,31.2704,24.4431,15.4626,19.7661,25.4687,19.8017,18.5712,42.9036,102.8517,42.3448,71.0,0.025599,203.703657,26.411945,86.839658,jute
65,39,45,6.768001309,Loamy,23.66805429,70.89000744,184.4633281,0.5678,0.6305,0.8297,0.7741,18.6357,25.1747,30.9766,24.4143,15.0855,20.4411,25.0595,19.6807,20.3136,32.519,90.2496,38.5335,7.0,0.011267,60.550757,23.158556,90.318434,jute
78,50,43,6.348441469,Alluvial,25.12417673,85.72530641,159.5718087,0.6909,0.7466,1.0338,0.9485,20.3041,26.7084,32.0773,26.2902,16.5355,21.6836,25.7962,21.2653,17.2222,31.9348,75.5997,29.6788,45.0,0.015354,33.008812,25.557673,88.935395,jute
77,52,41,6.097294061,Alluvial,23.89069041,83.46409075,167.72306319999996,0.6728,0.7476,1.0014,0.9147,19.2948,25.4342,31.3616,24.464,15.7112,20.6561,25.3889,19.6858,17.534,33.8485,82.5175,32.7607,0.0,0.007758,350.063317,22.377956,89.243312,jute
89,52,42,6.14132902,Clay,23.09433785,81.45139295,196.6587013,0.6601,0.7447,0.9715,0.8932,17.8184,24.1633,30.9195,23.7176,14.3543,19.5444,25.1459,19.0987,17.3215,41.15,99.8979,38.9682,12.0,0.003325,43.894684,23.846385,89.20364,jute
62,49,37,7.479248124,Alluvial,24.21744605,82.85284045,166.13658859999995,0.6592,0.7542,0.9959,0.9083,18.7833,24.9371,31.8861,25.4747,15.1507,20.0936,25.8318,20.6312,15.6269,32.8624,83.1777,36.0641,615.0,1.089143,119.08734,27.005502,88.695844,jute
90,48,45,6.509174788999999,Loamy,24.06475727,71.31342851,153.63902119999997,0.5707,0.646,0.8624,0.7826,19.3314,25.2086,30.8985,24.5246,15.7217,20.3956,24.8823,19.7117,14.4698,33.7277,79.073,28.5988,3109.0,2.84635,127.903205,27.975002,86.222256,jute
66,47,36,6.57256106,Alluvial,24.85441411,74.44070479999998,175.572958,0.5919,0.6772,0.8949,0.8359,19.7881,25.8916,32.7369,25.9661,16.06,20.9207,26.5233,20.9953,17.297,35.5727,88.9315,32.645,6.0,0.001882,253.846596,22.336327,90.726671,jute
80,52,39,7.165696848,Clay,26.41915161,76.85691248,197.2101782,0.5968,0.6972,0.9297,0.8517,19.9421,28.0767,34.1468,27.8234,15.9792,22.7929,27.542,22.5396,15.5618,41.8576,98.7187,37.9295,70.0,0.099409,105.299661,22.256887,86.709123,jute
89,52,45,7.207457207999999,Loamy,24.89326318,77.01222585,196.469984,0.6294,0.6922,0.9125,0.8515,20.8971,25.5926,33.2052,25.3734,17.1631,20.6139,26.9819,20.3948,18.5836,39.6585,98.806,39.079,685.0,1.185501,203.273725,26.842622,90.003899,jute
77,51,44,7.124333547000001,Loamy,23.25583402,82.7015932,166.2160846,0.6462,0.731,0.9807,0.9142,19.2823,23.5667,30.6485,24.52,15.7939,18.9155,24.8345,19.8688,19.3628,29.889,80.4114,33.3229,23.0,0.003711,159.008795,24.750222,90.068467,jute
94,37,41,6.4635387070000005,Clay,24.7634518,87.06071115,179.1630865,0.7148,0.785,1.0382,0.9383,19.4201,26.4045,32.777,26.1543,15.7056,21.4518,26.5861,21.2016,18.208,33.6369,89.3996,32.6136,2613.0,0.484838,25.255127,27.245532,86.893722,jute
75,41,35,6.856833064,Alluvial,24.97042599,78.62697699,166.6415254,0.6224,0.7038,0.9455,0.8759,20.1189,26.3022,32.7481,26.3157,16.3734,21.3081,26.5055,21.3217,15.4315,34.1635,81.917,32.1928,1711.0,0.817954,142.640007,25.476074,91.548895,jute
60,55,36,7.132389299,Clay,26.12797248,80.49172597,150.6326874,0.6434,0.7241,0.9683,0.9011,21.0334,27.4988,34.8998,27.2501,17.1142,22.2732,28.3678,22.0245,16.5322,30.826,76.2734,31.4072,44.0,0.099409,285.352807,22.221266,86.849543,jute
62,56,35,6.235357637999999,Clay,25.97825807,81.65769588,163.3488091,0.652,0.7171,0.9958,0.9034,20.4967,26.9741,34.6915,27.299,16.6,21.7784,28.1969,22.1033,18.2907,32.8146,81.4598,32.1411,48.0,0.022914,106.638405,25.922989,88.827318,jute
84,40,42,6.704273839,Alluvial,26.2830571,73.35763537,186.6898282,0.586,0.6683,0.8851,0.806,20.9561,27.9587,35.4595,27.2167,17.0137,22.7021,28.8887,21.9601,20.6917,36.9273,93.8395,37.5667,1856.0,9.960172,329.423998,27.508114,86.27481,jute
100,56,40,7.433313409,Loamy,26.38905406,83.31240346,176.1516409,0.6636,0.7322,0.9995,0.9232,20.3875,27.7365,34.447,28.7347,16.4292,22.4587,27.8497,23.4569,17.2836,34.9598,90.1464,32.7615,60.0,0.026454,346.007368,26.207781,86.783226,jute
75,56,44,6.109478059,Alluvial,25.2746335,73.7459581,168.0432282,0.5959,0.6627,0.8855,0.7962,19.7311,27.032,34.0492,27.2759,15.9399,21.9771,27.7305,22.221,17.7709,32.8816,81.9883,26.6186,232.0,0.216492,294.088659,23.033494,86.299748,jute
78,46,42,7.095413294,Alluvial,23.09499564,78.45959697,155.3851533,0.6368,0.7055,0.9556,0.875,18.572,23.5985,30.0435,24.4078,15.1078,18.9795,24.2698,19.7888,16.3665,30.5207,75.5992,31.8399,9.0,0.008528,193.696075,23.844024,90.762183,jute
82,48,36,6.352076782999999,Loamy,25.79351957,81.76904006,193.2418382,0.6598,0.7421,0.9908,0.894,20.933,27.2666,33.2031,27.2092,17.0639,22.1079,26.7547,22.0505,20.1829,37.8773,98.9444,35.5329,133.0,0.20866,15.668162,24.737108,87.024136,jute
100,58,41,6.6587699910000016,Loamy,23.17403323,87.88255345,160.6217342,0.6896,0.7833,1.0485,0.9585,18.2925,24.3224,30.3363,23.9063,14.8163,19.6876,24.5428,19.2715,13.0842,32.815,76.901,29.6737,736.0,0.769947,300.644164,25.546255,90.906801,jute
88,50,40,7.0518224720000005,Clay,25.63215038,79.95150917,182.2582277,0.6281,0.7113,0.9483,0.8881,20.0208,27.034,32.9615,27.2573,16.176,21.9075,26.5535,22.1308,17.8983,37.3025,90.9027,39.6764,8.0,0.007931,69.837319,22.637987,88.982861,jute
67,41,40,7.333143205,Alluvial,25.84879500000001,87.81661683,152.6194403,0.7013,0.7926,1.0392,0.9578,20.1676,26.5144,34.5427,26.6384,16.2903,21.3446,28.0805,21.4686,13.1966,28.9721,77.2824,31.6021,416.0,3.73065,74.247477,26.795051,87.323435,jute
72,42,43,6.352771037,Loamy,26.56767277,80.90424543,181.2915605,0.6421,0.722,0.9731,0.8939,20.5841,28.7886,34.7691,27.7956,16.599,23.475,28.1272,22.4821,16.5048,36.3614,89.4163,34.5323,127.0,1.156877,34.61867,26.826721,88.557269,jute
89,40,43,7.124050134,Alluvial,26.24532085,72.97198375,189.9711184,0.5956,0.6268,0.8732,0.7882,21.2129,27.5925,34.2513,27.8044,17.2761,22.3435,27.69,22.5553,20.2101,38.8428,91.1908,38.2311,270.0,0.141479,185.531766,26.869126,91.893157,jute
89,57,43,6.998787171,Alluvial,26.91515043,73.19897535,177.22330480000005,0.5809,0.6648,0.8871,0.7912,21.648,27.8874,35.8417,28.0643,17.6107,22.5044,29.1129,22.6812,20.1544,32.8351,89.5484,34.6634,47.0,0.007308,246.128196,26.070387,87.94541,jute
61,41,44,6.537914957999999,Loamy,24.36972377,82.11319791,159.92109340000005,0.6582,0.7516,0.9677,0.9017,19.7463,25.0258,31.3683,24.6625,16.0909,20.1519,25.2758,19.7886,12.886,32.96,78.7105,36.8875,4075.0,3.861434,119.345647,27.85512,89.455802,jute
79,45,43,7.171054239,Loamy,25.71901283,79.15532398,187.1735424,0.6314,0.7109,0.9472,0.8645,19.4552,27.3795,33.1782,27.5575,15.5974,22.2357,26.7485,22.4137,21.3412,37.142,94.0737,37.055,7.0,0.013314,164.872563,22.823976,91.018563,jute
84,40,43,7.228268227999999,Alluvial,25.01157559,88.33130229999998,169.4168014,0.7089,0.7833,1.0701,0.9694,19.222,26.577,32.489,25.5024,15.4703,21.5747,26.2361,20.5001,18.5092,34.1771,84.3858,34.8003,156.0,0.464591,336.689708,26.75861,90.585367,jute
98,43,35,7.319952206,Loamy,25.40785911,76.44048625,188.6372826,0.6064,0.684,0.9083,0.8503,20.1307,26.1845,33.8329,26.7054,16.3195,21.1029,27.4809,21.6238,17.6932,36.0161,94.5632,39.9062,34.0,0.013912,29.674734,25.558512,88.013022,jute
75,36,44,6.613341342999999,Alluvial,23.28081,74.27607475,153.7447398,0.5977,0.66,0.9,0.8174,18.6816,23.9104,30.5927,24.0819,15.1895,19.2543,24.7725,19.4257,13.2772,32.2528,78.878,30.723,117.0,0.037987,152.481552,22.724473,86.847421,jute
89,58,35,6.096838784,Loamy,23.98651719,82.09053379,167.0576456,0.6514,0.7389,0.975,0.8989,18.7255,25.2118,31.8199,25.427,15.1275,20.4145,25.8233,20.6297,19.0753,31.806,84.4386,34.0468,21.0,0.003711,339.054333,24.490926,90.177775,jute
91,41,37,6.132570522999999,Clay,24.48556447,83.20630007,192.2316221,0.6653,0.7502,0.997,0.9248,19.3752,25.7407,31.5854,25.7585,15.7024,20.8436,25.464,20.8614,19.2491,38.5668,96.6457,39.6865,32.0,0.018482,49.050039,25.320446,88.631967,jute
77,48,36,7.36008498,Loamy,25.86705009,84.09985284,154.83908469999997,0.6711,0.7569,1.0215,0.9204,19.9351,27.1582,34.0392,26.7451,16.055,21.9848,27.5724,21.5717,14.8612,32.1909,77.9015,32.1754,2898.0,9.960172,149.409846,27.554053,86.244193,jute
66,58,35,7.321619041,Alluvial,23.5643831,79.46283115,185.25947,0.6222,0.7282,0.9543,0.8679,17.7499,25.2181,31.4587,24.7386,14.2152,20.5052,25.5676,20.0257,18.5473,36.6177,89.5669,38.8884,13.0,0.013314,344.897905,22.599807,91.0842,jute
62,59,41,7.175170657000001,Loamy,24.2248758,74.89465426,192.4931257,0.5864,0.6498,0.8882,0.8137,19.0643,25.4256,31.9107,26.0316,15.4305,20.5807,25.8544,21.1866,16.2499,37.4623,98.2345,37.9025,359.0,0.769947,120.540065,25.674649,90.66597,jute
82,35,35,7.299076163,Alluvial,25.49386782,86.97061481,176.5268267,0.6958,0.7742,1.0405,0.9491,20.5738,26.6969,33.7637,26.1145,16.7497,21.5981,27.3902,21.0157,14.8637,37.5218,88.5477,38.4119,0.0,0.0,46.261076,22.093782,88.921805,jute
61,41,35,6.842966478999998,Loamy,24.97178693,79.47557931,195.7571622,0.6451,0.6953,0.9633,0.8689,19.692,26.8775,33.5979,26.217,15.9463,21.8832,27.3549,21.2226,20.0397,38.775,100.5293,37.0971,66.0,0.09879,99.321196,22.038097,87.076477,jute
99,57,38,6.356295567999999,Alluvial,24.80624984,82.09281674,156.3616174,0.6648,0.7439,0.9946,0.8863,18.9865,26.0133,33.0393,26.1834,15.2655,21.052,26.8377,21.2221,16.6626,31.5572,76.0491,31.5384,6.0,0.009525,256.296459,22.534847,89.910535,jute
70,42,43,6.508342839,Alluvial,23.16814977,76.66724969,157.1215052,0.6002,0.6923,0.9195,0.8389,18.5471,24.3313,29.8221,24.2102,15.0718,19.6977,24.03,19.5766,14.8792,30.8671,75.2563,31.1558,1096.0,0.68463,150.752362,27.321491,88.497333,jute
90,59,35,7.098227926,Loamy,24.25133493,89.86454053,175.1742112,0.7038,0.8214,1.0664,0.9877,18.8183,25.9293,32.6757,25.4525,15.1806,21.079,26.6129,20.6022,16.7847,39.9135,86.7702,35.1739,753.0,3.51632,259.882192,26.844471,90.635376,jute
73,43,42,6.310699968,Alluvial,26.58361011,78.00774772,154.8238864,0.6132,0.6959,0.941,0.8492,22.1384,28.7347,35.4083,28.3821,18.1508,23.418,28.7624,23.0654,14.0553,31.7519,77.7955,29.9721,56.0,0.005018,277.603405,26.15415,87.236961,jute
67,46,44,7.093328631,Clay,26.82489244,78.20392774,153.91998069999997,0.6049,0.7054,0.9345,0.8681,21.3924,28.3178,34.5644,27.1278,17.3687,22.9529,27.8581,21.7629,18.2252,27.523,78.5749,30.0639,35.0,0.022914,286.774247,25.838954,89.138521,jute
84,37,42,6.691074249,Clay,25.49674786,81.13449097,169.92882340000003,0.6516,0.7365,0.9752,0.9001,19.967,26.4154,33.2393,25.8581,16.1425,21.316,26.8651,20.7588,17.5315,29.347,84.2745,31.489,14.0,0.008461,311.888209,24.472188,91.628538,jute
72,41,36,6.187746776,Loamy,24.09874353,80.57226761,176.8604109,0.6461,0.7246,0.973,0.8941,18.944,25.8882,31.6016,25.3725,15.3292,21.0684,25.577,20.5527,17.7257,36.227,91.2172,38.2827,44.0,0.002872,4.735452,25.663228,86.225727,jute
71,56,37,6.491506245,Alluvial,23.18866654,86.20899734,176.103677,0.6858,0.7871,1.0388,0.9467,18.9397,24.4725,30.573,24.4953,15.4614,19.8348,24.7758,19.8575,19.6832,36.358,88.5623,34.7173,7.0,0.069911,257.803054,23.080003,88.999326,jute
64,53,38,6.855362875,Alluvial,26.24347471,78.51063754,183.4065252,0.6329,0.7172,0.928,0.8518,21.5483,27.4169,33.7035,26.9062,17.6118,22.1682,27.1427,21.6575,17.194,35.2089,88.2453,39.4518,1732.0,4.491825,214.596591,27.701788,89.76315,jute
65,54,39,7.124571593,Alluvial,23.75091572,71.14782585,160.0889553,0.5655,0.623,0.8604,0.7774,18.6808,24.8669,32.2053,25.2875,15.1181,20.1167,26.2676,20.5373,13.1221,31.279,79.6249,30.4164,162.0,0.041004,72.535468,26.695498,88.087121,jute
60,58,37,6.067302109,Loamy,26.13871511,79.1188943,171.4892533,0.6215,0.7027,0.9561,0.8874,21.4363,27.5987,34.1538,27.3241,17.5155,22.3709,27.6191,22.0964,16.4407,35.5991,86.9166,32.9672,14.0,0.038098,249.543475,22.02742,87.413834,jute
86,39,43,6.432051512,Loamy,26.14576648,71.23690851,193.1007598,0.5816,0.6332,0.8467,0.7889,21.2642,27.5401,34.149,26.9622,17.3424,22.3109,27.6125,21.7331,22.8518,42.7737,96.1708,37.4088,5.0,0.007931,249.913766,22.705047,89.181194,jute
90,50,44,6.253408852000001,Clay,26.91643698,73.48655995,171.4716375,0.5976,0.6631,0.8818,0.8125,21.053,28.2701,35.1122,28.1992,17.0155,22.8868,28.3831,22.8159,18.3946,34.3188,86.7175,32.621,4.0,0.003752,99.461259,22.574103,88.171408,jute
91,38,36,7.287318722999999,Alluvial,26.5232969,77.17331847,157.8548562,0.61,0.7018,0.9222,0.8586,20.5851,28.4931,35.0306,27.1066,16.6067,23.1884,28.3998,21.8019,14.6552,29.4171,77.5627,28.8432,67.0,0.120376,0.856346,26.566769,89.238337,jute
87,48,38,7.161865733,Clay,23.81579631,80.94023552,190.312216,0.6381,0.7271,0.9714,0.8746,18.729,24.8394,31.4095,24.7474,15.1566,20.0763,25.4556,19.9842,20.5829,37.861,95.0696,35.8253,0.0,0.019539,136.591184,23.315657,90.621988,jute
72,41,36,6.065898282999999,Loamy,26.50838667,86.84264005,152.9801697,0.6917,0.7644,1.0365,0.9617,21.2346,27.1309,35.2363,27.5323,17.2583,21.8293,28.6092,22.2306,13.97,29.1896,77.2911,29.8925,43.0,0.02092,151.749856,25.955963,87.65856,jute
71,54,35,7.311077075,Loamy,26.63952463,70.95705996,199.3355744,0.565,0.6435,0.8547,0.7826,20.3627,28.8664,35.1163,28.192,16.3668,23.5385,28.4564,22.8641,23.6016,39.593,99.588,39.2352,8.0,0.019539,316.653404,23.162314,90.779678,jute
